type,date,value,value_kwh,standing_charge,charge_per_kwh,value_gbp
electric_import,2024-09-11,7.579999999999999,7.579999999999999,0.4269,0.2522,2.3385759999999998
electric_import,2024-09-12,7.9830000000000005,7.9830000000000005,0.4269,0.2522,2.4402125999999997
electric_import,2024-09-13,7.7799999999999985,7.7799999999999985,0.4269,0.2522,2.3890159999999994
electric_import,2024-09-14,6.593999999999999,6.593999999999999,0.4269,0.2522,2.0899067999999996
electric_import,2024-09-15,9.304999999999998,9.304999999999998,0.4269,0.2522,2.773620999999999
electric_import,2024-09-16,5.441999999999997,5.441999999999997,0.4269,0.2522,1.799372399999999
electric_import,2024-09-17,8.648999999999997,8.648999999999997,0.4269,0.2522,2.608177799999999
electric_import,2024-09-18,7.8740000000000006,7.8740000000000006,0.4269,0.2522,2.4127228
electric_import,2024-09-19,5.682999999999999,5.682999999999999,0.4269,0.2522,1.8601525999999997
electric_import,2024-09-20,7.679000000000002,7.679000000000002,0.4269,0.2522,2.3635438000000004
electric_import,2024-09-21,7.548,7.548,0.4269,0.2522,2.3305056
electric_import,2024-09-22,7.3199999999999985,7.3199999999999985,0.4269,0.2522,2.2730039999999994
electric_import,2024-09-23,8.902999999999999,8.902999999999999,0.4269,0.2522,2.6722365999999993
electric_import,2024-09-24,7.144,7.144,0.4269,0.2522,2.2286167999999997
electric_import,2024-09-25,7.161000000000001,7.161000000000001,0.4269,0.2522,2.2329042
electric_import,2024-09-26,8.782000000000004,8.782000000000004,0.4269,0.2522,2.6417204000000005
electric_import,2024-09-27,9.983999999999998,9.983999999999998,0.4269,0.2522,2.944864799999999
electric_import,2024-09-28,6.555,6.555,0.4269,0.2522,2.080071
electric_import,2024-09-29,15.907999999999996,15.907999999999996,0.4269,0.2522,4.438897599999999
electric_import,2024-09-30,8.576000000000002,8.576000000000002,0.4269,0.2522,2.5897672000000003
electric_import,2024-10-01,8.125000000000002,8.125000000000002,0.4269,0.2522,2.476025
electric_import,2024-10-02,6.799,6.799,0.4269,0.2522,2.1416078
electric_import,2024-10-03,8.969000000000001,8.969000000000001,0.4269,0.2522,2.6888818
electric_import,2024-10-04,12.468000000000002,12.468000000000002,0.4269,0.2522,3.5713296
electric_import,2024-10-05,8.833000000000002,8.833000000000002,0.4269,0.2522,2.6545826000000003
electric_import,2024-10-06,9.662999999999997,9.662999999999997,0.4269,0.2522,2.863908599999999
electric_import,2024-10-07,5.954999999999999,5.954999999999999,0.4269,0.2522,1.9287509999999997
electric_import,2024-10-08,7.469999999999998,7.469999999999998,0.4269,0.2522,2.3108339999999994
electric_import,2024-10-09,7.587000000000001,7.587000000000001,0.4269,0.2522,2.3403414
electric_import,2024-10-10,6.824999999999999,6.824999999999999,0.4269,0.2522,2.1481649999999997
electric_import,2024-10-11,7.259,7.259,0.4269,0.2522,2.2576198
electric_import,2024-10-12,7.131000000000002,7.131000000000002,0.4269,0.2522,2.2253382000000004
electric_import,2024-10-13,8.475000000000003,8.475000000000003,0.4269,0.2522,2.5642950000000004
electric_import,2024-10-14,8.742,8.742,0.4269,0.2522,2.6316324
electric_import,2024-10-15,5.639999999999999,5.639999999999999,0.4269,0.2522,1.8493079999999997
electric_import,2024-10-16,5.242,5.242,0.4269,0.2522,1.7489324
electric_import,2024-10-17,6.377999999999999,6.377999999999999,0.4269,0.2522,2.0354315999999995
electric_import,2024-10-18,6.623000000000002,6.623000000000002,0.4269,0.2522,2.0972206000000004
electric_import,2024-10-19,7.023999999999999,7.023999999999999,0.4269,0.2522,2.1983527999999994
electric_import,2024-10-20,7.599000000000001,7.599000000000001,0.4269,0.2522,2.3433678000000002
electric_import,2024-10-21,6.937999999999998,6.937999999999998,0.4269,0.2522,2.1766635999999995
electric_import,2024-10-22,7.182000000000002,7.182000000000002,0.4269,0.2522,2.2382004
electric_import,2024-10-23,2.4909999999999997,2.4909999999999997,0.4269,0.2522,1.0551301999999998
electric_import,2024-10-24,1.314,1.314,0.4269,0.2522,0.7582907999999999
electric_import,2024-10-25,1.3400000000000005,1.3400000000000005,0.4269,0.2522,0.7648480000000001
electric_import,2024-10-26,1.5989999999999998,1.5989999999999998,0.4269,0.2522,0.8301677999999999
electric_import,2024-10-27,7.161999999999999,7.161999999999999,0.4269,0.2522,2.2331563999999995
electric_import,2024-10-28,7.486000000000001,7.486000000000001,0.4269,0.2522,2.3148692
electric_import,2024-10-29,7.074999999999999,7.074999999999999,0.4269,0.2522,2.2112149999999997
electric_import,2024-10-30,5.841999999999999,5.841999999999999,0.4269,0.2522,1.9002523999999996
electric_import,2024-10-31,10.640999999999996,10.640999999999996,0.4269,0.2522,3.1105601999999988
electric_import,2024-11-01,7.152999999999999,7.152999999999999,0.4269,0.2522,2.2308865999999994
electric_import,2024-11-02,8.477000000000002,8.477000000000002,0.4269,0.2522,2.5647994
electric_import,2024-11-03,7.475000000000001,7.475000000000001,0.4269,0.2522,2.3120950000000002
electric_import,2024-11-04,6.197999999999998,6.197999999999998,0.4269,0.2522,1.9900355999999995
electric_import,2024-11-05,8.053,8.053,0.4269,0.2522,2.4578666
electric_import,2024-11-06,7.512000000000001,7.512000000000001,0.4269,0.2522,2.3214264
electric_import,2024-11-07,8.799,8.799,0.4269,0.2522,2.6460077999999996
electric_import,2024-11-08,6.8069999999999995,6.8069999999999995,0.4269,0.2522,2.1436254
electric_import,2024-11-09,5.321999999999999,5.321999999999999,0.4269,0.2522,1.7691083999999997
electric_import,2024-11-10,8.973999999999997,8.973999999999997,0.4269,0.2522,2.690142799999999
electric_import,2024-11-11,6.912,6.912,0.4269,0.2522,2.1701064
electric_import,2024-11-12,5.992000000000001,5.992000000000001,0.4269,0.2522,1.9380824
electric_import,2024-11-13,7.375999999999999,7.375999999999999,0.4269,0.2522,2.2871271999999996
electric_import,2024-11-14,9.428,9.428,0.4269,0.2522,2.8046416
electric_import,2024-11-15,6.6099999999999985,6.6099999999999985,0.4269,0.2522,2.0939419999999993
electric_import,2024-11-16,7.326,7.326,0.4269,0.2522,2.2745171999999996
electric_import,2024-11-17,7.509000000000001,7.509000000000001,0.4269,0.2522,2.3206698
electric_import,2024-11-18,5.498,5.498,0.4269,0.2522,1.8134956
electric_import,2024-11-19,10.39,10.39,0.4269,0.2522,3.047258
electric_import,2024-11-20,6.668999999999999,6.668999999999999,0.4269,0.2522,2.1088217999999994
electric_import,2024-11-21,8.814,8.814,0.4269,0.2522,2.6497908
electric_import,2024-11-22,7.362999999999999,7.362999999999999,0.4269,0.2522,2.2838485999999993
electric_import,2024-11-23,9.212000000000002,9.212000000000002,0.4269,0.2522,2.7501664
electric_import,2024-11-24,7.790000000000001,7.790000000000001,0.4269,0.2522,2.391538
electric_import,2024-11-25,5.783000000000003,5.783000000000003,0.4269,0.2522,1.8853726000000006
electric_import,2024-11-26,8.232000000000001,8.232000000000001,0.4269,0.2522,2.5030104
electric_import,2024-11-27,5.653000000000001,5.653000000000001,0.4269,0.2522,1.8525866000000002
electric_import,2024-11-28,7.600000000000001,7.600000000000001,0.4269,0.2522,2.34362
electric_import,2024-11-29,6.153999999999998,6.153999999999998,0.4269,0.2522,1.9789387999999994
electric_import,2024-11-30,8.669,8.669,0.4269,0.2522,2.6132218
electric_import,2024-12-01,8.601000000000004,8.601000000000004,0.4269,0.2522,2.596072200000001
electric_import,2024-12-02,7.198,7.198,0.4269,0.2522,2.2422356
electric_import,2024-12-03,6.382,6.382,0.4269,0.2522,2.0364403999999996
electric_import,2024-12-04,9.571,9.571,0.4269,0.2522,2.8407061999999996
electric_import,2024-12-05,8.624999999999996,8.624999999999996,0.4269,0.2522,2.6021249999999987
electric_import,2024-12-06,8.088999999999999,8.088999999999999,0.4269,0.2522,2.4669457999999995
electric_import,2024-12-07,10.918999999999999,10.918999999999999,0.4269,0.2522,3.1806717999999994
electric_import,2024-12-08,6.590000000000001,6.590000000000001,0.4269,0.2522,2.088898
electric_import,2024-12-09,10.472000000000003,10.472000000000003,0.4269,0.2522,3.0679384000000005
electric_import,2024-12-10,3.4669999999999996,3.4669999999999996,0.4269,0.2522,1.3012773999999998
electric_import,2024-12-11,7.000000000000002,7.000000000000002,0.4269,0.2522,2.1923000000000004
electric_import,2024-12-12,6.937,6.937,0.4269,0.2522,2.1764113999999997
electric_import,2024-12-13,9.809000000000005,9.809000000000005,0.4269,0.2522,2.9007298000000006
electric_import,2024-12-14,11.624999999999995,11.624999999999995,0.4269,0.2522,3.3587249999999984
electric_import,2024-12-15,8.370000000000001,8.370000000000001,0.4269,0.2522,2.537814
electric_import,2024-12-16,7.212,7.212,0.4269,0.2522,2.2457664
electric_import,2024-12-17,7.373999999999999,7.373999999999999,0.4269,0.2522,2.2866227999999995
electric_import,2024-12-18,11.617999999999999,11.617999999999999,0.4269,0.2522,3.3569595999999993
electric_import,2024-12-19,9.681999999999997,9.681999999999997,0.4269,0.2522,2.868700399999999
electric_import,2024-12-20,7.129000000000003,7.129000000000003,0.4269,0.2522,2.2248338000000007
electric_import,2024-12-21,9.917,9.917,0.4269,0.2522,2.9279673999999996
electric_import,2024-12-22,6.239,6.239,0.4269,0.2522,2.0003757999999996
electric_import,2024-12-23,7.494000000000001,7.494000000000001,0.4269,0.2522,2.3168868
electric_import,2024-12-24,10.001000000000003,10.001000000000003,0.4269,0.2522,2.9491522000000003
electric_import,2024-12-25,10.901999999999996,10.901999999999996,0.4269,0.2522,3.1763843999999986
electric_import,2024-12-26,6.3790000000000004,6.3790000000000004,0.4269,0.2522,2.0356837999999997
electric_import,2024-12-27,8.552999999999994,8.552999999999994,0.4269,0.2522,2.583966599999998
electric_import,2024-12-28,9.622000000000007,9.622000000000007,0.4269,0.2522,2.8535684000000012
electric_import,2024-12-29,8.009999999999998,8.009999999999998,0.4269,0.2522,2.447021999999999
electric_import,2024-12-30,9.958000000000004,9.958000000000004,0.4269,0.2522,2.938307600000001
electric_import,2024-12-31,8.897999999999998,8.897999999999998,0.4269,0.2522,2.6709755999999993
electric_import,2025-01-01,8.428999999999998,8.428999999999998,0.4269,0.2522,2.5526937999999992
electric_import,2025-01-02,9.252999999999998,9.252999999999998,0.4269,0.2522,2.7605065999999994
electric_import,2025-01-03,12.866000000000001,12.866000000000001,0.4269,0.2522,3.6717052
electric_import,2025-01-04,15.313000000000002,15.313000000000002,0.4269,0.2522,4.2888386
electric_import,2025-01-05,10.595,10.595,0.4269,0.2522,3.098959
electric_import,2025-01-06,10.098000000000003,10.098000000000003,0.4269,0.2522,2.9736156000000005
electric_import,2025-01-07,8.327999999999998,8.327999999999998,0.4269,0.2522,2.527221599999999
electric_import,2025-01-08,8.089,8.089,0.4269,0.2522,2.4669458
electric_import,2025-01-09,8.786999999999995,8.786999999999995,0.4269,0.2522,2.6429813999999987
electric_import,2025-01-10,11.778999999999998,11.778999999999998,0.4269,0.2522,3.397563799999999
electric_import,2025-01-11,10.112000000000002,10.112000000000002,0.4269,0.2522,2.9771464
electric_import,2025-01-12,12.814,12.814,0.4269,0.2522,3.6585908
electric_import,2025-01-13,9.814000000000002,9.814000000000002,0.4269,0.2522,2.9019908
electric_import,2025-01-14,9.427999999999999,9.427999999999999,0.4269,0.2522,2.8046415999999996
electric_import,2025-01-15,8.504999999999999,8.504999999999999,0.4269,0.2522,2.5718609999999993
electric_import,2025-01-16,7.493000000000002,7.493000000000002,0.4269,0.2522,2.3166346000000004
electric_import,2025-01-17,10.389000000000003,10.389000000000003,0.4269,0.2522,3.0470058000000004
electric_import,2025-01-18,6.435000000000001,6.435000000000001,0.4269,0.2522,2.0498070000000004
electric_import,2025-01-19,7.646000000000001,7.646000000000001,0.4269,0.2522,2.3552212
electric_import,2025-01-20,7.667,7.667,0.4269,0.2522,2.3605173999999995
electric_import,2025-01-21,10.880999999999997,10.880999999999997,0.4269,0.2522,3.171088199999999
electric_import,2025-01-22,9.135000000000002,9.135000000000002,0.4269,0.2522,2.730747
electric_import,2025-01-23,8.123000000000001,8.123000000000001,0.4269,0.2522,2.4755206
electric_import,2025-01-24,8.687000000000006,8.687000000000006,0.4269,0.2522,2.6177614000000013
electric_import,2025-01-25,9.821000000000005,9.821000000000005,0.4269,0.2522,2.903756200000001
electric_import,2025-01-26,9.202000000000004,9.202000000000004,0.4269,0.2522,2.7476444000000004
electric_import,2025-01-27,8.011,8.011,0.4269,0.2522,2.4472741999999994
electric_import,2025-01-28,9.405000000000001,9.405000000000001,0.4269,0.2522,2.798841
electric_import,2025-01-29,5.419000000000002,5.419000000000002,0.4269,0.2522,1.7935718000000005
electric_import,2025-01-30,7.146999999999999,7.146999999999999,0.4269,0.2522,2.2293733999999996
electric_import,2025-01-31,9.642,9.642,0.4269,0.2522,2.8586123999999997
electric_import,2025-02-01,6.988000000000001,6.988000000000001,0.4269,0.2522,2.1892736
electric_import,2025-02-02,9.534999999999998,9.534999999999998,0.4269,0.2522,2.8316269999999992
electric_import,2025-02-03,8.105,8.105,0.4269,0.2522,2.4709809999999996
electric_import,2025-02-04,8.958000000000004,8.958000000000004,0.4269,0.2522,2.6861076000000006
electric_import,2025-02-05,6.1659999999999995,6.1659999999999995,0.4269,0.2522,1.9819651999999999
electric_import,2025-02-06,9.638000000000002,9.638000000000002,0.4269,0.2522,2.8576036
electric_import,2025-02-07,8.713,8.713,0.4269,0.2522,2.6243185999999996
electric_import,2025-02-08,8.28,8.28,0.4269,0.2522,2.5151159999999995
electric_import,2025-02-09,8.614000000000003,8.614000000000003,0.4269,0.2522,2.5993508000000003
electric_import,2025-02-10,11.510999999999997,11.510999999999997,0.4269,0.2522,3.3299741999999988
electric_import,2025-02-11,7.662000000000001,7.662000000000001,0.4269,0.2522,2.3592564
electric_import,2025-02-12,5.811999999999999,5.811999999999999,0.4269,0.2522,1.8926863999999999
electric_import,2025-02-13,5.384999999999999,5.384999999999999,0.4269,0.2522,1.7849969999999997
electric_import,2025-02-14,8.978000000000007,8.978000000000007,0.4269,0.2522,2.6911516000000013
electric_import,2025-02-15,3.6749999999999994,3.6749999999999994,0.4269,0.2522,1.3537349999999997
electric_import,2025-02-16,0.9490000000000005,0.9490000000000005,0.4269,0.2522,0.6662378000000001
electric_import,2025-02-17,0.9720000000000005,0.9720000000000005,0.4269,0.2522,0.6720384000000001
electric_import,2025-02-18,3.134,3.134,0.4269,0.2522,1.2172948
electric_import,2025-02-19,4.552,4.552,0.4269,0.2522,1.5749144
electric_import,2025-02-20,8.555999999999996,8.555999999999996,0.4269,0.2522,2.5847231999999987
electric_import,2025-02-21,7.295,7.295,0.4269,0.2522,2.2666989999999996
electric_import,2025-02-22,3.7849999999999993,3.7849999999999993,0.4269,0.2522,1.3814769999999998
electric_import,2025-02-23,4.89,4.89,0.4269,0.2522,1.6601579999999998
electric_import,2025-02-24,9.941999999999998,9.941999999999998,0.4269,0.2522,2.9342723999999993
electric_import,2025-02-25,4.791999999999999,4.791999999999999,0.4269,0.2522,1.6354423999999996
electric_import,2025-02-26,5.915,5.915,0.4269,0.2522,1.918663
electric_import,2025-02-27,6.47,6.47,0.4269,0.2522,2.0586339999999996
electric_import,2025-02-28,4.444000000000001,4.444000000000001,0.4269,0.2522,1.5476768
electric_import,2025-03-01,4.3069999999999995,4.3069999999999995,0.4269,0.2522,1.5131253999999998
electric_import,2025-03-02,4.284,4.284,0.4269,0.2522,1.5073248
electric_import,2025-03-03,4.7079999999999975,4.7079999999999975,0.4269,0.2522,1.6142575999999993
electric_import,2025-03-04,4.353,4.353,0.4269,0.2522,1.5247266
electric_import,2025-03-05,4.063,4.063,0.4269,0.2522,1.4515886
electric_import,2025-03-06,7.800000000000001,7.800000000000001,0.4269,0.2522,2.39406
electric_import,2025-03-07,3.673,3.673,0.4269,0.2522,1.3532305999999998
electric_import,2025-03-08,4.974000000000002,4.974000000000002,0.4269,0.2522,1.6813428000000004
electric_import,2025-03-09,3.7739999999999987,3.7739999999999987,0.4269,0.2522,1.3787027999999997
electric_import,2025-03-10,6.3649999999999975,6.3649999999999975,0.4269,0.2522,2.032152999999999
electric_import,2025-03-11,5.9670000000000005,5.9670000000000005,0.4269,0.2522,1.9317774
electric_import,2025-03-12,6.533,6.533,0.4269,0.2522,2.0745226
electric_import,2025-03-13,3.5680000000000005,3.5680000000000005,0.4269,0.2522,1.3267496
electric_import,2025-03-14,4.548999999999999,4.548999999999999,0.4269,0.2522,1.5741577999999996
electric_import,2025-03-15,6.625,6.625,0.4269,0.2522,2.0977249999999996
electric_import,2025-03-16,5.888000000000001,5.888000000000001,0.4269,0.2522,1.9118536000000002
electric_import,2025-03-17,2.086,2.086,0.4269,0.2522,0.9529892
electric_import,2025-03-18,6.395000000000001,6.395000000000001,0.4269,0.2522,2.0397190000000003
electric_import,2025-03-19,4.966000000000002,4.966000000000002,0.4269,0.2522,1.6793252000000005
electric_import,2025-03-20,4.036,4.036,0.4269,0.2522,1.4447792
electric_import,2025-03-21,2.9419999999999993,2.9419999999999993,0.4269,0.2522,1.1688723999999997
electric_import,2025-03-22,6.263,6.263,0.4269,0.2522,2.0064286
electric_import,2025-03-23,5.897,5.897,0.4269,0.2522,1.9141234
electric_import,2025-03-24,3.2859999999999996,3.2859999999999996,0.4269,0.2522,1.2556291999999998
electric_import,2025-03-25,3.642999999999999,3.642999999999999,0.4269,0.2522,1.3456645999999997
electric_import,2025-03-26,5.301000000000002,5.301000000000002,0.4269,0.2522,1.7638122000000005
electric_import,2025-03-27,3.6020000000000003,3.6020000000000003,0.4269,0.2522,1.3353244
electric_import,2025-03-28,5.7799999999999985,5.7799999999999985,0.4269,0.2522,1.8846159999999996
electric_import,2025-03-29,4.4,4.4,0.4269,0.2522,1.53658
electric_import,2025-03-30,3.815,3.815,0.4269,0.2522,1.3890429999999998
electric_import,2025-03-31,3.475999999999998,3.475999999999998,0.4269,0.2522,1.3035471999999995
electric_import,2025-04-01,2.4839999999999995,2.4839999999999995,0.4076,0.2393,1.0020212
electric_import,2025-04-02,5.428000000000002,5.428000000000002,0.4076,0.2393,1.7065204000000005
electric_import,2025-04-03,2.969999999999999,2.969999999999999,0.4076,0.2393,1.1183209999999997
electric_import,2025-04-04,2.691,2.691,0.4076,0.2393,1.0515563
electric_import,2025-04-05,0.48600000000000004,0.48600000000000004,0.4076,0.2393,0.5238998
electric_import,2025-04-06,0.521,0.521,0.4076,0.2393,0.5322753
electric_import,2025-04-07,0.5920000000000001,0.5920000000000001,0.4076,0.2393,0.5492656
electric_import,2025-04-08,0.5960000000000002,0.5960000000000002,0.4076,0.2393,0.5502228
electric_import,2025-04-09,0.6090000000000002,0.6090000000000002,0.4076,0.2393,0.5533337
electric_import,2025-04-10,0.9350000000000004,0.9350000000000004,0.4076,0.2393,0.6313455000000001
electric_import,2025-04-11,2.5579999999999994,2.5579999999999994,0.4076,0.2393,1.0197294
electric_import,2025-04-12,2.545,2.545,0.4076,0.2393,1.0166185
electric_import,2025-04-13,3.081,3.081,0.4076,0.2393,1.1448833
electric_import,2025-04-14,2.367999999999999,2.367999999999999,0.4076,0.2393,0.9742623999999998
electric_import,2025-04-15,1.9249999999999996,1.9249999999999996,0.4076,0.2393,0.8682524999999999
electric_import,2025-04-16,2.2239999999999998,2.2239999999999998,0.4076,0.2393,0.9398032000000001
electric_import,2025-04-17,3.5120000000000005,3.5120000000000005,0.4076,0.2393,1.2480216000000002
electric_import,2025-04-18,4.864,4.864,0.4076,0.2393,1.5715552
electric_import,2025-04-19,5.373,5.373,0.4076,0.2393,1.6933589
electric_import,2025-04-20,3.3689999999999993,3.3689999999999993,0.4076,0.2393,1.2138016999999999
electric_import,2025-04-21,3.08,3.08,0.4076,0.2393,1.144644
electric_import,2025-04-22,2.2279999999999993,2.2279999999999993,0.4076,0.2393,0.9407603999999998
electric_import,2025-04-23,3.028,3.028,0.4076,0.2393,1.1322004
electric_import,2025-04-24,2.0,2.0,0.4076,0.2393,0.8862000000000001
electric_import,2025-04-25,4.316000000000001,4.316000000000001,0.4076,0.2393,1.4404188000000002
electric_import,2025-04-26,2.2449999999999997,2.2449999999999997,0.4076,0.2393,0.9448285000000001
electric_import,2025-04-27,1.4029999999999998,1.4029999999999998,0.4076,0.2393,0.7433379
electric_import,2025-04-28,2.649,2.649,0.4076,0.2393,1.0415057
electric_import,2025-04-29,2.2469999999999994,2.2469999999999994,0.4076,0.2393,0.9453071
electric_import,2025-04-30,2.518,2.518,0.4076,0.2393,1.0101574
electric_import,2025-05-01,4.125999999999999,4.125999999999999,0.4076,0.2393,1.3949517999999996
electric_import,2025-05-02,2.7059999999999995,2.7059999999999995,0.4076,0.2393,1.0551458
electric_import,2025-05-03,3.334,3.334,0.4076,0.2393,1.2054262
electric_import,2025-05-04,2.671,2.671,0.4076,0.2393,1.0467703
electric_import,2025-05-05,4.198999999999998,4.198999999999998,0.4076,0.2393,1.4124206999999995
electric_import,2025-05-06,5.987000000000001,5.987000000000001,0.4076,0.2393,1.8402891000000003
electric_import,2025-05-07,4.77,4.77,0.4076,0.2393,1.549061
electric_import,2025-05-08,3.8040000000000007,3.8040000000000007,0.4076,0.2393,1.3178972000000002
electric_import,2025-05-09,2.338999999999999,2.338999999999999,0.4076,0.2393,0.9673226999999998
electric_import,2025-05-10,1.5189999999999997,1.5189999999999997,0.4076,0.2393,0.7710967
electric_import,2025-05-11,3.5099999999999993,3.5099999999999993,0.4076,0.2393,1.2475429999999998
electric_import,2025-05-12,3.316,3.316,0.4076,0.2393,1.2011188
electric_import,2025-05-13,2.7499999999999996,2.7499999999999996,0.4076,0.2393,1.065675
electric_import,2025-05-14,2.316,2.316,0.4076,0.2393,0.9618188000000001
electric_import,2025-05-15,3.6969999999999996,3.6969999999999996,0.4076,0.2393,1.2922921
electric_import,2025-05-16,1.5659999999999998,1.5659999999999998,0.4076,0.2393,0.7823438
electric_import,2025-05-17,2.344,2.344,0.4076,0.2393,0.9685192
electric_import,2025-05-18,3.3419999999999996,3.3419999999999996,0.4076,0.2393,1.2073406
electric_import,2025-05-19,2.0949999999999993,2.0949999999999993,0.4076,0.2393,0.9089334999999998
electric_import,2025-05-20,1.6639999999999995,1.6639999999999995,0.4076,0.2393,0.8057951999999999
electric_import,2025-05-21,2.857999999999999,2.857999999999999,0.4076,0.2393,1.0915194
electric_import,2025-05-22,2.954999999999999,2.954999999999999,0.4076,0.2393,1.1147314999999998
electric_import,2025-05-23,3.4900000000000007,3.4900000000000007,0.4076,0.2393,1.2427570000000001
electric_import,2025-05-24,3.2939999999999996,3.2939999999999996,0.4076,0.2393,1.1958541999999999
electric_import,2025-05-25,2.215,2.215,0.4076,0.2393,0.9376495
electric_import,2025-05-26,2.6579999999999995,2.6579999999999995,0.4076,0.2393,1.0436594
electric_import,2025-05-27,4.8,4.8,0.4076,0.2393,1.55624
electric_import,2025-05-28,1.503,1.503,0.4076,0.2393,0.7672679
electric_import,2025-05-29,3.258,3.258,0.4076,0.2393,1.1872394000000002
electric_import,2025-05-30,1.4169999999999998,1.4169999999999998,0.4076,0.2393,0.7466881
electric_import,2025-05-31,3.3949999999999996,3.3949999999999996,0.4076,0.2393,1.2200235
electric_import,2025-06-01,2.6380000000000003,2.6380000000000003,0.4076,0.2393,1.0388734000000002
electric_import,2025-06-02,1.11,1.11,0.4076,0.2393,0.6732230000000001
electric_import,2025-06-03,4.4270000000000005,4.4270000000000005,0.4076,0.2393,1.4669811000000001
electric_import,2025-06-04,3.8040000000000003,3.8040000000000003,0.4076,0.2393,1.3178972000000002
electric_import,2025-06-05,2.521,2.521,0.4076,0.2393,1.0108753
electric_import,2025-06-06,3.96,3.96,0.4076,0.2393,1.355228
electric_import,2025-06-07,2.6039999999999988,2.6039999999999988,0.4076,0.2393,1.0307371999999997
electric_import,2025-06-08,1.4359999999999995,1.4359999999999995,0.4076,0.2393,0.7512348
electric_import,2025-06-09,3.056,3.056,0.4076,0.2393,1.1389008
electric_import,2025-06-10,2.2660000000000005,2.2660000000000005,0.4076,0.2393,0.9498538000000001
electric_import,2025-06-11,1.9929999999999994,1.9929999999999994,0.4076,0.2393,0.8845249
electric_import,2025-06-12,2.1769999999999996,2.1769999999999996,0.4076,0.2393,0.9285561
electric_import,2025-06-13,2.6629999999999994,2.6629999999999994,0.4076,0.2393,1.0448559
electric_import,2025-06-14,2.8979999999999992,2.8979999999999992,0.4076,0.2393,1.1010913999999998
electric_import,2025-06-15,1.904,1.904,0.4076,0.2393,0.8632272000000001
electric_import,2025-06-16,2.6039999999999996,2.6039999999999996,0.4076,0.2393,1.0307372
electric_import,2025-06-17,2.149,2.149,0.4076,0.2393,0.9218557000000001
electric_import,2025-06-18,2.9359999999999986,2.9359999999999986,0.4076,0.2393,1.1101847999999996
electric_import,2025-06-19,3.144999999999999,3.144999999999999,0.4076,0.2393,1.1601985
electric_import,2025-06-20,3.364,3.364,0.4076,0.2393,1.2126052
electric_import,2025-06-21,2.673,2.673,0.4076,0.2393,1.0472489
electric_import,2025-06-22,2.8059999999999987,2.8059999999999987,0.4076,0.2393,1.0790757999999998
electric_import,2025-06-23,1.9639999999999995,1.9639999999999995,0.4076,0.2393,0.8775852
electric_import,2025-06-24,3.095999999999999,3.095999999999999,0.4076,0.2393,1.1484728
electric_import,2025-06-25,2.471999999999999,2.471999999999999,0.4076,0.2393,0.9991495999999997
electric_import,2025-06-26,2.0480000000000005,2.0480000000000005,0.4076,0.2393,0.8976864000000002
electric_import,2025-06-27,1.208,1.208,0.4076,0.2393,0.6966744
electric_import,2025-06-28,5.354,5.354,0.4076,0.2393,1.6888122
electric_import,2025-06-29,2.9180000000000006,2.9180000000000006,0.4076,0.2393,1.1058774000000002
electric_import,2025-06-30,3.8549999999999986,3.8549999999999986,0.4076,0.2393,1.3301014999999998
electric_import,2025-07-01,4.460999999999999,4.460999999999999,0.4076,0.2393,1.4751173
electric_import,2025-07-02,3.803999999999999,3.803999999999999,0.4076,0.2393,1.3178971999999998
electric_import,2025-07-03,3.3799999999999986,3.3799999999999986,0.4076,0.2393,1.2164339999999998
electric_import,2025-07-04,1.7449999999999999,1.7449999999999999,0.4076,0.2393,0.8251785
electric_import,2025-07-05,3.2849999999999997,3.2849999999999997,0.4076,0.2393,1.1937005
electric_import,2025-07-06,3.954000000000001,3.954000000000001,0.4076,0.2393,1.3537922000000002
electric_import,2025-07-07,1.8069999999999993,1.8069999999999993,0.4076,0.2393,0.8400150999999998
electric_import,2025-07-08,3.5109999999999997,3.5109999999999997,0.4076,0.2393,1.2477823
electric_import,2025-07-09,2.63,2.63,0.4076,0.2393,1.036959
electric_import,2025-07-10,2.19,2.19,0.4076,0.2393,0.931667
electric_import,2025-07-11,1.4300000000000002,1.4300000000000002,0.4076,0.2393,0.7497990000000001
electric_import,2025-07-12,1.283,1.283,0.4076,0.2393,0.7146219
electric_import,2025-07-13,0.553,0.553,0.4076,0.2393,0.5399329
electric_import,2025-07-14,0.5730000000000001,0.5730000000000001,0.4076,0.2393,0.5447189
electric_import,2025-07-15,0.7470000000000002,0.7470000000000002,0.4076,0.2393,0.5863571000000001
electric_import,2025-07-16,2.7989999999999995,2.7989999999999995,0.4076,0.2393,1.0774006999999999
electric_import,2025-07-17,3.1369999999999996,3.1369999999999996,0.4076,0.2393,1.1582841
electric_import,2025-07-18,1.527,1.527,0.4076,0.2393,0.7730111
electric_import,2025-07-19,3.495999999999999,3.495999999999999,0.4076,0.2393,1.2441927999999998
electric_import,2025-07-20,5.102999999999998,5.102999999999998,0.4076,0.2393,1.6287478999999996
electric_import,2025-07-21,4.668999999999999,4.668999999999999,0.4076,0.2393,1.5248916999999997
electric_import,2025-07-22,4.772999999999999,4.772999999999999,0.4076,0.2393,1.5497788999999997
electric_import,2025-07-23,2.827,2.827,0.4076,0.2393,1.0841011
electric_import,2025-07-24,3.5660000000000003,3.5660000000000003,0.4076,0.2393,1.2609438000000002
